Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
8.2.2021 18:47:31,Žena,17,Čeština,3,4,5 (nejvíce typické),4,3,3,3,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,2,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,3,2,1 (nejméně typické),2,3,3,4,5 (nejvíce typické),3,2,4,4,4,,4,5 (nejvíce typické),5 (nejvíce typické),4,4,2,2,2,3,3,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),1 (nejméně typické),2,5 (nejvíce typické),2,2,1 (nejméně typické),2,3,5 (nejvíce typické),3,2,3,3,5 (nejvíce typické),5 (nejvíce typické),2,2,5 (nejvíce typické),3,5 (nejvíce typické),4,1 (nejméně typické),,3,5 (nejvíce typické)
8.2.2021 20:17:51,Muž,28,Čeština,1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),4,,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),,,,1 (nejméně typické),1 (nejméně typické),3,,1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,,,,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),,1 (nejméně typické),,,,,,,,,,2,
8.2.2021 21:12:58,Žena,19,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,3,5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),4,1 (nejméně typické),,1 (nejméně typické),4,4,5 (nejvíce typické),4,,3,4,4,4,4,4,3,4,5 (nejvíce typické),5 (nejvíce typické),,3,4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,3,,3,,2,,1 (nejméně typické),1 (nejméně typické),4,,4,5 (nejvíce typické),2,4,1 (nejméně typické),,4,,4,,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,,5 (nejvíce typické)
8.2.2021 21:23:10,Žena,22,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),2,2,4,2,2,3,2,4,3,5 (nejvíce typické),4,2,3,2,2,1 (nejméně typické),2,4,5 (nejvíce typické),3,2,1 (nejméně typické),2,3,2,4,2,4,1 (nejméně typické),3,5 (nejvíce typické),3,2,3,3,1 (nejméně typické),1 (nejméně typické),2,3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),3,2,4,5 (nejvíce typické)
8.2.2021 21:39:07,Žena,24,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 21:55:03,Žena,23,Čeština,2,1 (nejméně typické),1 (nejméně typické),2,2,1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),2,2,4,2,5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),2,2,5 (nejvíce typické),5 (nejvíce typické),2,2,3,3,3,3,2,3,1 (nejméně typické),2,,2,3,4,3,3,3,2,2,4,2,5 (nejvíce typické),3,,3,2,2,,3,2,2,3,5 (nejvíce typické),5 (nejvíce typické),3,,3,3,2,2,1 (nejméně typické),2,,5 (nejvíce typické),2,4,1 (nejméně typické),3,5 (nejvíce typické),,3,2
8.2.2021 22:03:21,Žena,27,Čeština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,4,4,1 (nejméně typické),4,4,4,3,4,,,,5 (nejvíce typické),4,4,2,,2,5 (nejvíce typické),4,5 (nejvíce typické),2,3,4,4,3,2,,3,5 (nejvíce typické),5 (nejvíce typické),3,4,3,5 (nejvíce typické),5 (nejvíce typické),3,3,,2,,1 (nejméně typické),3,5 (nejvíce typické),,4,5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),4,,3,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),4,3,,4,5 (nejvíce typické)
8.2.2021 22:18:34,Žena,21,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),3,3,3,5 (nejvíce typické),3,2,3,2,,5 (nejvíce typické),4,5 (nejvíce typické),4,,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,4,,4,4,4,3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,4,4,2,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),4,3,,4,4
9.2.2021 8:01:19,Žena,25,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,1 (nejméně typické),3,5 (nejvíce typické),4,2,4,,,,5 (nejvíce typické),5 (nejvíce typické),4,3,,3,5 (nejvíce typické),4,2,5 (nejvíce typické),4,3,3,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),4,3,4,3,3,4,,3,,2,,2,3,5 (nejvíce typické),,3,5 (nejvíce typické),3,4,3,4,3,2,4,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,5 (nejvíce typické)
9.2.2021 8:21:19,Žena,22,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,2,2,3,3,2,4,1 (nejméně typické),,,5 (nejvíce typické),2,3,4,2,4,4,3,2,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),4,4,5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),4,2,1 (nejméně typické),,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,5 (nejvíce typické),1 (nejméně typické),3,2,1 (nejméně typické),2,1 (nejméně typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),,2,4,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,4
9.2.2021 9:13:47,Žena,17,Slovenština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,2,2,2,1 (nejméně typické),3,4,3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,5 (nejvíce typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,2,2,5 (nejvíce typické),3,2,5 (nejvíce typické),3,3,1 (nejméně typické),2,3,2,3,5 (nejvíce typické),3,2,3,2,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),5 (nejvíce typické),2,4,5 (nejvíce typické),3,3,3,2,3,5 (nejvíce typické),2,3,5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,2,4,4,4,1 (nejméně typické),2,3
9.2.2021 12:47:49,Žena,20,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické)
9.2.2021 17:52:08,Muž,56,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),2,4,1 (nejméně typické),4,,,,5 (nejvíce typické),4,5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,2,,1 (nejméně typické),,1 (nejméně typické),3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),2,1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,2,5 (nejvíce typické)
9.2.2021 18:28:04,Žena,22,Čeština,4,5 (nejvíce typické),4,4,3,5 (nejvíce typické),4,3,2,3,4,3,4,3,,,5 (nejvíce typické),3,5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,,3,,3,4,3,,4,5 (nejvíce typické),4,3,4,3,5 (nejvíce typické),,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,4,4,5 (nejvíce typické),5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické)
9.2.2021 21:48:34,Žena,23,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),3,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,5 (nejvíce typické)
9.2.2021 23:25:14,Žena,24,Čeština,4,4,4,4,3,3,4,2,4,2,3,3,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,2,1 (nejméně typické),1 (nejméně typické),3,4,3,3,5 (nejvíce typické),2,3,4,3,3,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),2,4,3,4,3,2,2,1 (nejméně typické),1 (nejméně typické),,2,2,4,1 (nejméně typické),3,5 (nejvíce typické),3,3,2,2,2,1 (nejméně typické),2,2,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,,4,4
10.2.2021 7:56:17,Žena,25,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),2,3,2,3,5 (nejvíce typické),4,3,4,3,4,1 (nejméně typické),3,4,5 (nejvíce typické),5 (nejvíce typické),4,3,3,3,2,2,1 (nejméně typické),3,1 (nejméně typické),2,1 (nejméně typické),3,2,3,5 (nejvíce typické),2,2,2,3,2,2,4,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),4,3,5 (nejvíce typické),2,3,1 (nejméně typické),2,4
11.2.2021 19:16:17,Žena,21,Čeština,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1 (nejméně typické),4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1 (nejméně typické),2,4,4,4,4,4,,4,4
